Pred_Factor1,Pred_Factor2,Pred_Factor3,Pred_Factor4,Pred_Factor5,FID,Phenotype
0.004489839,0.06546584,0.86140656,0.9226348,0.020142496,HG01530,0
0.016630918,0.0845657,0.6882092,0.75274175,0.04510662,HG00102,0
0.0038006008,0.063635975,0.8787339,0.9351689,0.017825544,HG01522,0
0.0032033026,0.05792147,0.89394915,0.9456271,0.014921099,HG01097,0
0.027484864,0.09600788,0.5957328,0.645643,0.061895013,NA20790,0
0.005693078,0.06471944,0.84131384,0.90314054,0.022181094,HG01177,0
0.004447609,0.06771529,0.8656982,0.9248381,0.020206451,HG02230,0
0.01886028,0.08740795,0.6698526,0.7310101,0.048560202,HG00239,0
0.0036953688,0.059606224,0.8825019,0.9364897,0.016558975,HG01602,0
0.004961163,0.06816715,0.8528776,0.91517323,0.02179277,NA20807,0
0.0036960542,0.060792953,0.88225555,0.9369314,0.016824484,HG00254,0
0.021415561,0.09671241,0.6409357,0.7043512,0.05536288,NA19684,0
0.0036734343,0.06169644,0.8809316,0.93686974,0.01719287,NA12154,0
0.0042158067,0.062345237,0.87136114,0.9272182,0.018454969,HG00255,0
0.015825808,0.10046244,0.724119,0.7816143,0.046959728,HG02737,0
0.0037056208,0.06308934,0.880321,0.9367143,0.017536968,HG03854,0
0.003406018,0.058558166,0.8890345,0.94182193,0.015606225,NA19761,0
0.0043932498,0.066505075,0.86313903,0.92394507,0.020293534,HG01773,0
0.0042946935,0.06648469,0.86574167,0.9258379,0.019936621,HG01112,0
0.0051774085,0.06651732,0.8523134,0.91297144,0.02146244,NA20755,0
0.0037638843,0.06314814,0.8783835,0.9349183,0.017799616,NA20801,0
0.0042125285,0.060319245,0.8729687,0.92833185,0.017773569,NA20524,0
0.0036250353,0.061262995,0.88206893,0.937323,0.016979635,HG01510,0
0.0040544868,0.05926332,0.87645966,0.9309261,0.017156065,NA19658,0
0.0989947,0.12654853,0.33301145,0.3097125,0.12926468,NA20517,0
0.0041088164,0.06438476,0.87365055,0.93028677,0.018558264,HG01746,0
0.006482452,0.067306995,0.8282525,0.89086044,0.024278313,HG00123,0
0.008098006,0.07079399,0.80102134,0.86633813,0.028177053,NA20759,0
0.0043554604,0.06784493,0.8656322,0.9250056,0.020209014,HG03640,0
0.010455161,0.08114365,0.7700869,0.8386228,0.034741074,HG03690,0
0.0063228607,0.070065886,0.83131355,0.8939172,0.024812728,HG01618,0
0.005561352,0.067445636,0.8409612,0.9034455,0.023129135,NA20864,0
0.008237451,0.0775111,0.8016086,0.86897665,0.029969245,NA20799,0
0.005512744,0.06342605,0.84698963,0.9060462,0.021317571,NA20774,0
0.003387332,0.057956576,0.88994455,0.94251657,0.015379071,NA12775,0
0.003604591,0.061124474,0.8827827,0.93818533,0.016855776,NA07357,0
0.006950319,0.0726172,0.8165556,0.8844036,0.026798755,HG03730,0
0.014006108,0.080037445,0.71449697,0.78193897,0.040392786,HG02649,0
0.00920105,0.07537073,0.7831703,0.850899,0.03162256,HG01632,0
0.004310757,0.06779343,0.86487633,0.9256903,0.020321012,HG01770,0
0.005742967,0.07276571,0.83407176,0.9008273,0.025203973,NA07037,0
0.007403761,0.07746178,0.8062849,0.8748002,0.029770136,HG00236,0
0.01680538,0.08743179,0.69213855,0.75534046,0.045897096,HG04210,0
0.0072441697,0.07592505,0.809021,0.8778082,0.02880451,HG01357,0
0.0060563684,0.06503314,0.8371539,0.897287,0.022770762,HG01783,0
0.005256206,0.07345542,0.8476281,0.911343,0.02360022,HG01583,0
0.004397154,0.06787005,0.86571026,0.92511106,0.020247936,HG01170,0
0.0061730444,0.07114488,0.8287952,0.89495015,0.02517423,HG00244,0
0.0037613213,0.063592464,0.8794128,0.9358103,0.017744541,HG00137,0
0.003575325,0.06055659,0.88405204,0.9386642,0.01658076,HG01351,0
0.017980188,0.089399815,0.68129724,0.746086,0.04769829,HG03872,0
0.041861415,0.10240972,0.5000241,0.52936155,0.078106254,NA19654,0
0.010606885,0.078669965,0.7581997,0.82928145,0.035167366,NA20886,0
0.008854836,0.074768096,0.78702384,0.8559294,0.030695498,HG03898,0
0.0122743845,0.08507162,0.74885,0.8132868,0.039311945,HG00263,0
0.003393799,0.05834204,0.8901615,0.9422714,0.015427887,NA20589,0
0.0046794116,0.067373335,0.8621663,0.921644,0.020539045,HG02215,0
0.028767556,0.10219094,0.58774006,0.6394373,0.06545991,HG03750,0
0.0037693977,0.06368777,0.879218,0.93567574,0.01778692,NA20506,0
0.004765302,0.065927446,0.8572731,0.9173138,0.020932257,HG01670,0
0.011673361,0.07946038,0.7463314,0.8155515,0.036916405,HG02789,0
0.004628986,0.06624079,0.86038196,0.92002666,0.020514876,HG03731,0
0.026372313,0.09061214,0.5912338,0.64461964,0.058786064,NA20519,0
0.02927506,0.108409286,0.60437983,0.65112174,0.06632587,NA20503,0
0.004554808,0.061143726,0.8653426,0.92206186,0.018780261,HG01188,0
0.0039093792,0.060927838,0.8766693,0.93275243,0.017517418,HG01275,0
0.0035358965,0.058407336,0.8865792,0.93947965,0.01585272,HG02235,0
0.0060106516,0.06593627,0.83664274,0.898201,0.023026586,NA12760,0
0.055292815,0.10732409,0.43706423,0.44861034,0.0922223,HG01669,0
0.00426659,0.06664243,0.86769825,0.92721486,0.019717574,HG01761,0
0.07203388,0.116971254,0.3972798,0.39040476,0.10696572,HG01705,0
0.020937294,0.09229213,0.6554177,0.71607697,0.052304417,HG04022,0
0.0064068735,0.06996322,0.82770056,0.8928406,0.024996012,NA20775,0
0.01510793,0.0876548,0.6963736,0.7698376,0.04422316,HG01353,0
0.017109066,0.0907422,0.6968431,0.7570381,0.046915412,HG01173,0
0.14547497,0.14127523,0.2610827,0.22575063,0.16350564,NA20805,0
0.012835205,0.08058283,0.73037285,0.8000453,0.038527876,HG01767,0
0.004060507,0.063571095,0.8732453,0.9301746,0.018425703,HG01709,0
0.008769244,0.07819641,0.799385,0.8642777,0.03055206,NA20588,0
0.047172666,0.11584553,0.47784835,0.5071337,0.0890134,NA19755,0
0.0060456097,0.067782015,0.83611023,0.89766514,0.023748666,HG01413,0
0.004330933,0.06446588,0.8665018,0.92556465,0.019351542,HG02697,0
0.0052601397,0.07077193,0.8488771,0.9118452,0.022803098,HG01133,0
0.0034135282,0.06011343,0.8889989,0.94146085,0.015937448,NA20525,0
0.025431007,0.09569007,0.6148441,0.66265094,0.059880465,HG01509,0
0.0054142177,0.06843656,0.85142905,0.91014326,0.02203849,HG01191,0
0.011229813,0.07894537,0.7539277,0.82229495,0.035743684,HG01620,0
0.003600657,0.061345458,0.88288015,0.938435,0.01688394,NA20541,0
0.0052324235,0.06765032,0.8523333,0.912608,0.021740377,HG00736,0
0.0044695437,0.0644688,0.8620356,0.92291474,0.019913942,HG01504,0
0.009751618,0.080881864,0.7761994,0.84586054,0.03375408,NA20544,0
0.0068077743,0.07558769,0.82459056,0.889028,0.027057856,HG01766,0
0.0044393837,0.06283015,0.86736596,0.92481107,0.018970728,HG01492,0
0.007739991,0.07430491,0.8053594,0.8722906,0.028668791,HG01149,0
0.0042001605,0.06494948,0.87057734,0.92875373,0.01903689,HG01253,0
0.0044989884,0.063302696,0.86780137,0.9242076,0.019004345,HG01762,0
0.0033694208,0.057763398,0.89042294,0.94282776,0.015286446,HG01491,0
0.00970462,0.07866588,0.77549696,0.842558,0.033055454,HG04039,0
0.012646794,0.08142069,0.7384455,0.80511343,0.03843966,NA20792,0
0.0061202943,0.07542792,0.8292396,0.89643526,0.026271999,HG01260,0
0.026885837,0.096493065,0.6002263,0.64932483,0.060708284,HG01630,0
0.008382231,0.07404348,0.7934024,0.8611958,0.029993892,NA20509,0
0.013084769,0.08817309,0.74066615,0.80694973,0.04088506,HG01083,0
0.003931731,0.0642257,0.8745681,0.93232733,0.018438518,HG01489,0
0.0034193695,0.0586147,0.8886219,0.94167,0.015664965,HG00130,0
0.012112439,0.07813802,0.7447475,0.8112931,0.03668335,HG01079,0
0.005167693,0.069927156,0.8482605,0.91214037,0.022639245,HG01205,0
0.015384585,0.0878388,0.7125244,0.7745949,0.043822646,HG01136,0
0.0036135912,0.05853963,0.88465565,0.93789554,0.01610449,HG01182,0
0.17937523,0.15412846,0.22002405,0.18203318,0.1924712,HG01190,0
0.0034532547,0.0597094,0.8871285,0.9407248,0.016060114,HG01164,0
0.0069265366,0.07149103,0.81976306,0.8838829,0.026457638,HG01303,0
0.004097283,0.063979894,0.87087417,0.92895865,0.018868536,HG02090,0
0.005613476,0.071534276,0.84102845,0.9055428,0.02385053,HG01710,0
0.0044587255,0.0648056,0.8689226,0.92479724,0.019194067,HG01756,0
0.003863126,0.06395927,0.8757558,0.9335909,0.018291205,HG01676,0
0.03409311,0.1029107,0.5334242,0.57500684,0.07395318,HG01455,0
0.004106641,0.06425196,0.8699496,0.92825246,0.019054621,HG01198,0
0.0032165647,0.058009088,0.8936207,0.94539165,0.014975011,HG01403,0
0.025052994,0.09870547,0.6216465,0.67590904,0.058937818,HG00551,0
0.0053003132,0.06688914,0.8458884,0.9077166,0.022450805,HG01395,0
0.01765719,0.08883619,0.68451786,0.7496278,0.0471645,NA19719,0
0.035404176,0.10388991,0.5256828,0.56517625,0.07567477,HG01933,0
0.010532975,0.075484246,0.76627064,0.83238494,0.033367455,HG02298,0
0.048757404,0.1095514,0.48568037,0.50206405,0.08564508,HG01694,0
0.028460711,0.1020343,0.6021593,0.64938486,0.06364763,HG01095,0
0.004376352,0.068017185,0.86345506,0.92461264,0.020532697,HG01311,0
0.004936278,0.06698075,0.8541547,0.9144722,0.021472603,HG00742,0
0.0038977563,0.06113884,0.8767464,0.9329028,0.017554581,HG01501,0
0.006050259,0.068092525,0.8336649,0.89795685,0.023988873,NA19725,0
0.0043149292,0.06222418,0.867326,0.9250353,0.018801004,HG01389,0
0.005986333,0.06555438,0.83544767,0.89759743,0.023109943,HG01058,0
0.019584477,0.097059876,0.6622901,0.72643447,0.052983016,HG01072,0
0.004831642,0.06362346,0.859987,0.917495,0.02004376,HG01197,0
0.010409445,0.078709185,0.76115537,0.8323057,0.034841865,HG01363,0
0.0032140017,0.057968885,0.89368784,0.94543135,0.014959812,HG01075,0
0.0032605529,0.05895534,0.89212775,0.94408035,0.015362442,HG01063,0
0.032336712,0.09978312,0.56877804,0.6099349,0.06729117,HG01200,0
0.008786827,0.07913029,0.7987647,0.86291516,0.03080383,HG01085,0
0.007023096,0.07593498,0.82398427,0.88787925,0.02712816,HG01398,0
0.031483263,0.09531531,0.5658673,0.60396266,0.066006005,HG00638,0
0.007513404,0.06966701,0.8086053,0.8730487,0.02723676,HG00637,0
0.006146103,0.0729152,0.83608615,0.89989626,0.024900079,HG01325,0
0.007009238,0.07403442,0.815221,0.8837081,0.027276754,HG01965,0
0.0037741363,0.06372368,0.8790966,0.93559295,0.017808646,HG01171,0
0.008146614,0.068676084,0.79935646,0.8640013,0.027668744,HG01405,0
0.0075671077,0.07793298,0.8036113,0.8723124,0.030219674,HG01167,0
0.0041325986,0.065609425,0.8695365,0.92861545,0.019314855,HG01060,0
0.0037917495,0.063717395,0.8803033,0.9351052,0.01766178,HG01312,0
0.015078992,0.087264776,0.7257372,0.7807932,0.043312937,HG01556,0
0.022884578,0.09079078,0.63396215,0.6882616,0.05438611,HG01402,0
0.15784156,0.14518377,0.2485236,0.21065441,0.17176345,HG01134,0
0.15225798,0.14365211,0.25901976,0.21670729,0.16889647,HG01089,0
0.14148518,0.13866976,0.26060283,0.2253485,0.16353768,HG01048,0
0.04144454,0.11056039,0.50404453,0.5399758,0.08148584,HG01305,0
0.0047079623,0.06811392,0.8611995,0.92020035,0.020823985,HG01892,0
0.005778998,0.06950244,0.8417011,0.9040717,0.023371994,NA19921,0
0.009954929,0.079562426,0.76435673,0.83691156,0.034621447,HG00734,0
0.07001883,0.12079513,0.39639938,0.39928502,0.10837832,HG01094,0
0.08743706,0.12250784,0.35729396,0.34003806,0.120003104,HG01187,0
0.00571689,0.06472099,0.8429277,0.90322876,0.022080272,HG01105,0
0.0066360533,0.073043525,0.82992303,0.89218533,0.025556624,HG01247,0
0.041887105,0.10331157,0.49488634,0.5298359,0.07849011,HG01124,0
0.0060981214,0.069132626,0.8335817,0.8957271,0.024447978,HG01495,0
0.004224062,0.06344631,0.87036586,0.9275652,0.018809468,HG01086,0
0.004116833,0.064113915,0.86966175,0.92889476,0.018988818,HG01110,0
0.0055457354,0.0638617,0.8436931,0.9050789,0.021709293,HG01162,0
0.004645586,0.06374499,0.86431247,0.9214751,0.019462228,HG01359,0
0.008639276,0.082648456,0.7942761,0.8623862,0.03243351,HG01248,0
0.0045779943,0.06280053,0.86636376,0.9225098,0.019079864,HG01342,0
0.004536718,0.064412564,0.863728,0.92235756,0.01972127,HG00740,0
0.0042363107,0.064340174,0.8691511,0.9265484,0.019129306,HG01286,0
0.041909695,0.108189315,0.51339185,0.53940606,0.08124456,HG01440,0
0.0044721365,0.064439595,0.8635862,0.92237866,0.01986,HG01064,0
0.018050134,0.08753133,0.6585086,0.7283597,0.049160987,NA20299,0
0.0041805506,0.0632579,0.8694731,0.927538,0.01889348,HG01366,0
0.006431639,0.068101496,0.8280019,0.8910506,0.024591982,HG01077,0
0.0046854615,0.06138894,0.86411226,0.9203589,0.019025266,HG01139,0
0.12097311,0.14283803,0.30583352,0.2800892,0.14769346,HG01462,0
0.006064564,0.07101542,0.82892644,0.8958434,0.02507314,NA19707,0
0.055186987,0.11212945,0.4592802,0.4671067,0.09170288,HG02006,0
0.0042569637,0.06295872,0.86956495,0.9270821,0.01873821,HG02485,0
0.004248798,0.061096966,0.8735882,0.92784667,0.017899334,HG01880,0
0.004344374,0.062249303,0.87110555,0.9271543,0.018394709,NA20351,0
0.0040397346,0.066080034,0.8727063,0.93109167,0.019031107,NA19922,0
0.0044111907,0.06699544,0.8630843,0.9240686,0.020401448,NA20317,0
0.0051976144,0.06491768,0.8512939,0.9120524,0.021214545,NA19923,0
0.008136839,0.0700368,0.79582655,0.8627885,0.028451532,HG01988,0
0.007829964,0.07489917,0.8132622,0.87532103,0.02815929,HG02508,0
0.0037276745,0.06061101,0.8824259,0.93652844,0.016769856,HG02284,0
0.0062395334,0.072104335,0.83383906,0.89641213,0.025228113,NA19713,0
0.008672297,0.074946076,0.79940367,0.860311,0.030207843,HG01958,0
0.0065954328,0.076060295,0.82093567,0.8880573,0.02768296,HG02144,0
0.0037512481,0.062048644,0.88030267,0.93564427,0.01735738,HG01986,0
0.0035815835,0.06157294,0.88332856,0.93855494,0.01688847,HG02143,0
0.0045801103,0.06180817,0.86471653,0.922046,0.018992573,NA20126,0
0.0074619055,0.07600507,0.8104571,0.87823653,0.028520882,NA20362,0
0.0053147376,0.06526506,0.8503938,0.90948,0.021541417,NA20339,0
0.0056266487,0.07196593,0.8436245,0.9069592,0.02377829,HG02501,0
0.0041675568,0.060000956,0.8731325,0.9286629,0.017707765,NA20340,0
0.0038029253,0.05877769,0.8806531,0.9345627,0.01658371,HG02536,0
0.010662109,0.07980633,0.7656512,0.8326354,0.034848362,HG02255,0
0.0048241317,0.063516974,0.8600784,0.91757107,0.020005345,NA20282,0
0.00409621,0.065335184,0.8703251,0.92931366,0.019157201,HG01914,0
0.0071671307,0.07021245,0.81646955,0.8816918,0.026381195,NA19913,0
0.003814429,0.06099081,0.88146436,0.9349468,0.016965717,HG02471,0
0.003840983,0.060243607,0.8799293,0.9344654,0.016988724,NA19712,0
0.004482329,0.06296784,0.869946,0.9245485,0.018705457,NA20276,0
0.0038523078,0.061608434,0.8773155,0.9337411,0.017549515,HG02479,0
0.0038114488,0.062390268,0.8802898,0.93482983,0.017408937,NA20412,0
0.003782481,0.05963868,0.88040483,0.93460554,0.016823769,NA19475,0
0.037972152,0.10037628,0.52265966,0.5572113,0.07364291,HG02433,0
0.0034495592,0.057557583,0.8896425,0.94152415,0.015322328,HG02054,0
0.009886116,0.07972261,0.7744622,0.8437618,0.033567607,HG02325,0
0.0057435334,0.07294682,0.8427367,0.9051868,0.024129242,NA19324,0
0.005217582,0.06406739,0.8556719,0.91267383,0.020613372,HG02852,0
0.0037721694,0.061283946,0.88069236,0.93572366,0.01709804,HG01956,0
0.009993643,0.081852704,0.7778062,0.84575766,0.03390324,NA19455,0
0.005068034,0.06627062,0.854778,0.9143127,0.021244287,HG02505,0
0.0048704445,0.06385556,0.85932696,0.91688704,0.020172983,HG01915,0
0.68840635,0.28771836,0.059272528,0.026814908,0.493988,NA19429,0
0.0047747195,0.06841025,0.85629326,0.9182691,0.021474242,HG02445,0
0.00822264,0.07786381,0.8070008,0.87053233,0.029748708,NA19700,0
0.004939288,0.06512964,0.857785,0.91583836,0.020660102,NA19909,0
0.0046531856,0.061267585,0.8650737,0.92079663,0.01889065,HG02307,0
0.004553616,0.0671213,0.8609088,0.9219005,0.020661741,NA19321,0
0.0068635046,0.0721263,0.82443595,0.8864999,0.026388824,NA19374,0
0.0045303702,0.06637138,0.86031026,0.9215542,0.020522267,NA19024,0
0.005578339,0.06846139,0.8446306,0.90702456,0.022734404,HG02890,0
0.0043804646,0.062971056,0.87046456,0.9260047,0.018630773,NA19030,0
0.010439366,0.08150935,0.7728791,0.83966845,0.034611344,HG02330,0
0.0048033595,0.06252307,0.8627026,0.9190172,0.019448936,NA19319,0
0.003418684,0.057492465,0.8901105,0.9419569,0.015260369,HG02496,0
0.004769057,0.0705753,0.8560314,0.9178467,0.021946311,NA19457,0
0.0036886632,0.059328705,0.8827323,0.937168,0.016476125,HG01990,0
0.0048905313,0.06606302,0.85735905,0.91590154,0.021015584,HG02455,0
0.0034783483,0.05752343,0.8890078,0.9410752,0.0153853595,NA19315,0
0.0055184364,0.06754175,0.8470553,0.9080246,0.022303611,HG02111,0
0.004330933,0.0672299,0.8676938,0.9263667,0.019914687,HG02810,0
0.0045571923,0.06429848,0.865307,0.9226093,0.01960516,HG02450,0
0.0041765273,0.06211239,0.8726779,0.928832,0.018197596,HG02481,0
0.0042676628,0.062259078,0.87188053,0.92790437,0.018304735,NA19901,0
0.008627832,0.07676524,0.79861283,0.8614193,0.030819476,NA19037,0
0.005381793,0.07123494,0.84884,0.9105163,0.022994816,NA19471,0
0.003284961,0.05894828,0.8914914,0.943828,0.015428603,HG02840,0
0.005212158,0.0672847,0.8527278,0.912021,0.021778822,NA19375,0
0.008367062,0.08294001,0.797349,0.8669741,0.03193125,NA19350,0
0.0043928027,0.06281665,0.8699442,0.92604256,0.018655747,HG02108,0
0.008911729,0.08270913,0.78642774,0.8550011,0.03372085,NA19474,0
0.004058361,0.064837545,0.8711393,0.9292011,0.019067615,HG02315,0
0.029915929,0.113230705,0.61076903,0.64759576,0.0696753,NA19038,0
0.0047610104,0.06239426,0.86319435,0.91974723,0.019356757,HG02896,0
0.004275888,0.061086982,0.8714715,0.9273551,0.018126994,HG02621,0
0.0040442348,0.05912149,0.8771533,0.9312065,0.017058462,NA19334,0
0.0043992996,0.06314227,0.8687031,0.9252579,0.01893413,NA19376,0
0.003581196,0.059642345,0.88561755,0.93897367,0.01620233,NA19327,0
0.009514928,0.08194345,0.78474426,0.85225236,0.03317222,NA19328,0
0.003726542,0.060943842,0.88167703,0.93649113,0.016916841,NA19466,0
0.007344663,0.078586906,0.81062394,0.8800492,0.029134095,NA19449,0
0.013368458,0.086292416,0.73256195,0.8014928,0.04055682,NA19436,0
0.0038218796,0.061660737,0.87896216,0.93432873,0.01740247,HG01896,0
0.0063476562,0.07003221,0.82608706,0.89199543,0.025033444,HG02722,0
0.0057542324,0.06933102,0.84601486,0.9055275,0.022982687,HG02541,0
0.0035830438,0.05999714,0.8842044,0.93869907,0.016444653,NA19472,0
0.0037348568,0.06101814,0.88176036,0.93670523,0.01691401,HG03048,0
0.0032885075,0.05711487,0.89261174,0.94426537,0.014905959,HG02814,0
0.024967581,0.09389278,0.6109659,0.6656944,0.057987392,HG02283,0
0.007119149,0.07790482,0.8126831,0.8803798,0.029177964,NA19920,0
0.005832851,0.06559524,0.8412917,0.90180343,0.02249074,HG02799,0
0.003660351,0.061270744,0.88301206,0.9372847,0.016836017,HG02573,0
0.004043609,0.062823,0.8732768,0.9304706,0.018310428,NA19019,0
0.0038025975,0.06337035,0.87898314,0.9352666,0.017770827,HG02309,0
0.017929614,0.09237558,0.69712603,0.7507423,0.04810679,HG02771,0
0.004655391,0.06637314,0.8608062,0.91999894,0.02052933,HG03024,0
0.0034478307,0.058737785,0.88864994,0.941393,0.015675843,HG02332,0
0.004142791,0.059455037,0.87551045,0.9295765,0.017315835,HG02595,0
0.018134147,0.09680864,0.69151217,0.75390923,0.04983309,NA19917,0
0.0039615035,0.06241268,0.87735087,0.9325055,0.017736763,NA19431,0
0.00672853,0.080326885,0.82070947,0.8890239,0.028528094,NA19397,0
0.0041557252,0.06465757,0.870418,0.92877567,0.019062638,NA20332,0
0.0055510104,0.072077304,0.83940285,0.9043826,0.02444774,NA19347,0
0.0037024915,0.059696406,0.8822979,0.93640876,0.016596615,NA19401,0
0.008506745,0.07552576,0.8033592,0.863794,0.02997768,NA19393,0
0.004595965,0.068905234,0.86004364,0.9215094,0.021110535,NA19025,0
0.008228689,0.077655345,0.8068793,0.8708975,0.02945739,HG02760,0
0.0042836666,0.06298414,0.8683287,0.9255854,0.018895298,HG03258,0
0.004138559,0.060201585,0.87480354,0.929685,0.01755783,HG02610,0
0.004360229,0.06566802,0.8643527,0.9247794,0.019936174,HG02588,0
0.007004857,0.07755333,0.8144541,0.8820383,0.028870493,NA19026,0
0.005310297,0.064329565,0.854142,0.9112165,0.020849138,NA19467,0
0.0048406124,0.06415641,0.857419,0.9170511,0.020341516,NA19310,0
0.0058993995,0.07455492,0.83814037,0.90248793,0.02515778,NA19041,0
0.0040102005,0.060277075,0.8785259,0.93189394,0.017151743,HG02051,0
0.003300488,0.057187915,0.8923463,0.94405085,0.014950722,HG02679,0
0.0060681403,0.07531458,0.8318273,0.89847064,0.025809824,NA19437,0
0.0052523017,0.06957504,0.8501694,0.91219914,0.022414982,NA19468,0
0.0040886104,0.06279376,0.8742955,0.9309094,0.018137544,HG02807,0
0.0054804683,0.07217428,0.8459952,0.9085051,0.023530215,NA20321,0
0.0040134788,0.062016994,0.8732269,0.93089294,0.018115371,HG02013,0
0.007868558,0.075740516,0.80978084,0.874495,0.028641254,NA19463,0
0.0056153536,0.0743368,0.84188676,0.9058924,0.024493635,HG02861,0
0.010026336,0.07263461,0.7689192,0.83573294,0.03197044,HG02439,0
0.0038122535,0.060340375,0.88163936,0.9355843,0.016806066,NA19108,0
0.0038489103,0.061509192,0.8774365,0.9337998,0.01751411,HG02429,0
0.0042900145,0.06133586,0.87154543,0.92689157,0.018185675,HG02879,0
0.004659027,0.06477845,0.8650336,0.921459,0.019739628,HG02763,0
0.0041023195,0.05996585,0.87571925,0.93032104,0.017403096,HG03027,0
0.0034858882,0.057769388,0.8886727,0.94091433,0.015474528,HG03539,0
0.0062346756,0.07092559,0.83381855,0.8969145,0.024834752,HG02839,0
0.0097210705,0.0828889,0.7772411,0.84702283,0.034029633,NA19043,0
0.0041276217,0.064502776,0.8719766,0.92907286,0.018895894,NA20294,0
0.003438294,0.057662457,0.88906574,0.94144017,0.015423268,HG02854,0
0.005294442,0.064347684,0.85437477,0.9114981,0.0208278,HG02836,0
0.0040630996,0.05918494,0.87705135,0.9309279,0.017085195,HG03028,0
0.0045110285,0.062565476,0.8689145,0.92431575,0.018723339,HG03088,0
0.015730351,0.089212805,0.7101317,0.7739109,0.044641167,HG03247,0
0.024496824,0.10195172,0.61452305,0.67496485,0.061010778,NA18523,0
0.0048008263,0.06863117,0.8543415,0.9170495,0.021810085,HG01882,0
0.010666877,0.07770404,0.7563004,0.8277861,0.03494528,HG02545,0
0.004616916,0.0632042,0.86462617,0.9213797,0.019414008,HG02589,0
0.0052827597,0.07019147,0.8501914,0.9110917,0.022656024,HG02798,0
0.0045029223,0.06627193,0.8633354,0.9229903,0.020179093,HG02464,0
0.0056981146,0.07264534,0.83673406,0.90218955,0.024884343,HG03103,0
0.0055873096,0.06329402,0.8429884,0.90430737,0.02161181,HG02620,0
0.004588127,0.06910476,0.8599116,0.92120624,0.021145135,HG02667,0
0.004484415,0.06587374,0.86522233,0.9240173,0.0198977,NA20291,0
0.0044606924,0.062321335,0.8677306,0.9239924,0.018854678,NA18516,0
0.013943046,0.07940304,0.714432,0.7827103,0.040075928,NA19248,0
0.00331375,0.05723551,0.89203835,0.94382733,0.014994383,NA18502,0
0.0039315224,0.058748364,0.8793582,0.93310004,0.016732723,HG02646,0
0.004156381,0.065954,0.87093484,0.9291835,0.019238204,NA19023,0
0.005293876,0.06435427,0.854332,0.91148937,0.020835549,HG02585,0
0.003549099,0.05859658,0.8871669,0.9399852,0.01580751,HG02721,0
0.0042963624,0.064695746,0.8704058,0.9273051,0.019024402,HG03376,0
0.00448519,0.06111902,0.8663306,0.92338026,0.01870653,HG03304,0
0.003729999,0.06096506,0.8813733,0.9360142,0.017007858,NA19462,0
0.004870355,0.068869114,0.8520435,0.9157218,0.0220474,HG03382,0
0.00484097,0.062622786,0.86179376,0.91843224,0.019566089,HG03419,0
0.0033665001,0.06090778,0.88897556,0.9421764,0.016116112,HG02970,0
0.005664587,0.07047552,0.83865225,0.9036272,0.024009436,NA19114,0
0.005151212,0.06901538,0.8496283,0.91226137,0.022386193,NA19017,0
0.0035470128,0.0598526,0.88602054,0.9392662,0.016239583,NA19380,0
0.0036310256,0.058072507,0.8859552,0.93830395,0.0158436,HG02891,0
0.004070312,0.061459035,0.8725808,0.9300051,0.018069983,NA19107,0
0.008297145,0.07441777,0.79702044,0.864761,0.029590845,HG03298,0
0.0043303072,0.06278357,0.8711208,0.92696524,0.018544465,HG03385,0
0.0049483776,0.064906836,0.8555403,0.91468847,0.020862758,HG03060,0
0.0045178533,0.060459733,0.86718357,0.9228785,0.018473953,HG03559,0
0.0045585036,0.06938845,0.85888004,0.9214846,0.021397024,HG02571,0
0.0044749975,0.06354293,0.8682307,0.92470837,0.019005299,HG03410,0
0.0033547282,0.05749187,0.8912729,0.9431509,0.015126526,HG03428,0
0.00717178,0.068278015,0.81631655,0.8803308,0.025820524,HG02772,0
0.0042036176,0.062910795,0.87120044,0.9279461,0.018590987,HG02594,0
0.0036069453,0.059863716,0.8843962,0.93827343,0.01642546,NA19916,0
0.015317649,0.083506346,0.7039416,0.76829875,0.043149173,HG03097,0
0.00823313,0.0726057,0.80250597,0.8653481,0.028871596,NA18871,0
0.0054700375,0.0683226,0.8499055,0.90922904,0.022187293,HG03078,0
0.012567878,0.08290425,0.74042916,0.8079077,0.038657844,HG03571,0
0.0043367445,0.062515855,0.86933815,0.9259347,0.018670827,NA19153,0
0.0048885643,0.06370565,0.85868835,0.91654235,0.020204693,HG03484,0
0.005027324,0.06408864,0.8558918,0.91416955,0.020611316,NA19035,0
0.004288703,0.064579725,0.8699205,0.9276495,0.019028425,HG03370,0
0.0048784018,0.06714308,0.85886806,0.9184276,0.020875692,HG03202,0
0.004347235,0.06405681,0.86783665,0.9254997,0.01924181,HG02484,0
0.004715234,0.062015384,0.8642272,0.9203445,0.019155085,HG02678,0
0.023646861,0.10763362,0.6446589,0.7002508,0.060679972,HG02427,0
0.00367859,0.061698943,0.88192314,0.93685114,0.017050713,NA18504,0
0.00469169,0.067201614,0.85923755,0.91964436,0.020884573,HG03040,0
0.0051873922,0.06866959,0.85290766,0.91346973,0.021936059,HG03111,0
0.0036898255,0.05803302,0.8845942,0.93722224,0.015987903,HG03538,0
0.030971825,0.10815263,0.59094155,0.6361906,0.067833245,HG03084,0
0.004405111,0.06679866,0.86559397,0.92507315,0.020033598,HG02442,0
0.008373678,0.078902125,0.80652314,0.8694313,0.030267805,HG03085,0
