Pred_Factor1,Pred_Factor2,Pred_Factor3,Pred_Factor4,Pred_Factor5,FID,Phenotype
0.031921566,0.10159919,0.5474075,0.5925112,0.07117486,NA20852,0
0.019342124,0.08446029,0.65361464,0.7181498,0.048699856,HG00183,0
0.14578685,0.14169896,0.2614168,0.22524774,0.1640675,NA21128,0
0.008719683,0.07789567,0.7880586,0.8590934,0.031354457,NA19779,0
0.008212656,0.07338518,0.7895843,0.86201453,0.029664278,NA20866,0
0.005836636,0.06941551,0.8361889,0.90142006,0.02384764,HG03781,0
0.0050890446,0.07082242,0.8503462,0.913591,0.022629708,HG00329,0
0.004868716,0.07374501,0.85431266,0.91676354,0.022943944,HG04014,0
0.051775575,0.10874659,0.45474356,0.476566,0.089077264,NA20851,0
0.06927556,0.11781129,0.38755816,0.39108822,0.10871142,NA12762,0
0.056958437,0.10785827,0.43056485,0.43989205,0.09386632,NA21094,0
0.0050936043,0.07022205,0.8486141,0.9122306,0.02287963,HG00107,0
0.028838605,0.0925273,0.573202,0.622349,0.06217596,HG03833,0
0.009656608,0.07742125,0.7722355,0.84280527,0.033258706,NA19670,0
0.005966574,0.068719804,0.83787394,0.9006273,0.023637682,NA12889,0
0.004365504,0.06772417,0.8637289,0.92478716,0.020436198,NA12814,0
0.026766092,0.100325495,0.60162956,0.6563208,0.06267583,HG03919,0
0.025311142,0.09024024,0.6001755,0.65526974,0.05751747,HG03803,0
0.0057365894,0.06808218,0.8452814,0.9045991,0.022649974,HG01578,0
0.0067863166,0.072809696,0.8243208,0.88898975,0.026153982,HG00357,0
0.005114436,0.070334196,0.8482207,0.9119023,0.022953182,HG00353,0
0.0063278973,0.06962484,0.8222682,0.89141214,0.025318176,HG00350,0
0.03444189,0.097093076,0.5342634,0.5784643,0.06934887,NA20760,0
0.040143818,0.10167429,0.49936453,0.5329959,0.0778895,HG03717,0
0.0038975775,0.062731534,0.87495196,0.93287194,0.018078208,NA12776,0
0.045684874,0.10617745,0.48456883,0.5088166,0.082755774,NA12546,0
0.0050936043,0.07022205,0.8486141,0.9122306,0.02287963,HG00275,0
0.022136837,0.08870149,0.63051325,0.6906126,0.05338654,HG00360,0
0.019702703,0.086233765,0.6507957,0.71410036,0.04960832,HG03718,0
0.029263765,0.09274885,0.57005316,0.6185149,0.062693715,HG03694,0
0.005177319,0.06496543,0.85165894,0.91177845,0.02128911,NA21116,0
0.011812985,0.0784978,0.73635846,0.80976903,0.036950946,HG03826,0
0.00402385,0.058917224,0.8771009,0.93137515,0.017007917,HG01967,0
0.0042352974,0.06535879,0.8684104,0.92708194,0.019361109,NA19747,0
0.0068597794,0.0728423,0.8119928,0.88268405,0.027282745,NA12828,0
0.050890386,0.10671291,0.45605186,0.4740209,0.08829245,HG02793,0
0.025498807,0.09004876,0.5981413,0.65294063,0.057650626,HG02700,0
0.016749978,0.09375268,0.6887224,0.7564497,0.048306257,HG00372,0
0.021693796,0.091493756,0.642415,0.7031098,0.053364962,HG03960,0
0.05172941,0.108382374,0.45748174,0.4734987,0.08898088,HG00335,0
0.5082485,0.22189152,0.08838281,0.04863292,0.37502867,HG00341,0
0.05726576,0.10818246,0.42960438,0.4386735,0.09428519,HG03829,0
0.029494882,0.09345153,0.5715277,0.6200702,0.06307545,NA11829,0
0.0036373734,0.06060648,0.8824154,0.93749964,0.016768157,NA12749,0
0.04348868,0.1003449,0.48245662,0.5089553,0.080016255,HG02724,0
0.019628197,0.08484,0.653003,0.71583855,0.04903221,HG00125,0
0.116128355,0.13266847,0.30304012,0.27389613,0.14245802,HG03874,0
0.05571848,0.107346386,0.435447,0.4460433,0.092607915,NA20900,0
0.007041782,0.07757899,0.81368935,0.881379,0.028966844,HG00323,0
0.008005351,0.07537222,0.7969974,0.8669349,0.029802859,HG00187,0
0.05833155,0.10839018,0.42525727,0.4331712,0.09523487,HG03615,0
0.078848064,0.120161176,0.36584824,0.36294526,0.11483246,HG03604,0
0.014715135,0.08536732,0.71171814,0.7782903,0.043072462,NA20896,0
0.015327513,0.086153835,0.70501494,0.77104056,0.044150025,HG02652,0
0.005213201,0.06787196,0.8448523,0.9099239,0.022504628,HG00141,0
0.0048741996,0.06839776,0.85486495,0.9164926,0.021624058,HG00346,0
0.019219816,0.08755264,0.64416724,0.7110468,0.051232427,NA12287,0
0.009655833,0.07622215,0.7722653,0.8431897,0.032693088,NA20885,0
0.0049159825,0.066025525,0.8541675,0.9161914,0.02108854,HG03991,0
0.043613344,0.106603295,0.4997139,0.5260577,0.080632955,HG03736,0
0.004402697,0.06844792,0.86485064,0.9240562,0.020450234,NA21115,0
0.0038761795,0.062408477,0.87759936,0.9338415,0.017679542,NA21107,0
0.021330506,0.087471604,0.6331716,0.6950587,0.0521625,HG03934,0
0.0056270957,0.07460439,0.842682,0.9058075,0.024397075,NA12383,0
0.031419516,0.10281202,0.58954006,0.62700814,0.066901356,HG03805,0
0.0070289075,0.07521072,0.8213531,0.8857261,0.027393252,HG00306,0
0.0065663457,0.070436925,0.82693267,0.89129305,0.025287092,HG01334,0
0.013269365,0.083369374,0.7279948,0.7960025,0.040403306,NA21133,0
0.12390682,0.16943538,0.3660729,0.31979716,0.15281916,HG03866,0
0.0059458613,0.07506788,0.8346627,0.8998683,0.025593936,HG01954,0
0.0070391297,0.07646549,0.81235135,0.8804033,0.02877891,NA21118,0
0.06629491,0.1110917,0.396103,0.39598912,0.10311195,HG03681,0
0.061864614,0.11286566,0.41478848,0.4233199,0.099719495,HG03663,0
0.014498383,0.08525929,0.71387255,0.7810409,0.04273206,NA21122,0
0.028314829,0.09264529,0.57996684,0.63049066,0.061551332,NA11893,0
0.008303732,0.08497128,0.7983276,0.8667171,0.03263232,HG03887,0
0.012458444,0.08298215,0.7365561,0.80680907,0.03870967,NA20903,0
0.004435003,0.064394146,0.8650375,0.9230546,0.019614846,HG01435,0
0.03667295,0.10456756,0.51810884,0.555665,0.07721454,HG01350,0
0.008242309,0.072583646,0.79296833,0.8624659,0.029549062,HG04177,0
0.0052827895,0.06813279,0.8461152,0.9094524,0.022433251,HG02725,0
0.003713578,0.06322235,0.88015395,0.9365813,0.017583698,HG04206,0
0.02726236,0.09182903,0.58545804,0.6370559,0.060286015,HG03897,0
0.0051915348,0.06543848,0.8497925,0.91156447,0.021440148,HG03999,0
0.0052075386,0.07013118,0.8474644,0.9114943,0.02277568,HG03850,0
0.0036963224,0.0606606,0.8815343,0.9366475,0.016887546,HG01982,0
0.0057268143,0.07079667,0.83626384,0.90214133,0.024077207,HG03228,0
0.030132234,0.09319848,0.5639533,0.61134315,0.06363702,HG03238,0
0.012205124,0.079123825,0.73133224,0.8045103,0.03772351,HG04155,0
0.010976583,0.09164679,0.77025795,0.8379914,0.037860483,HG03611,0
0.0112504065,0.07831523,0.7483626,0.81949806,0.03576544,NA11930,0
0.0068202615,0.07666105,0.82133985,0.887103,0.027555466,HG00344,0
0.011369765,0.07724035,0.75100064,0.8181282,0.03575936,HG00235,0
0.0048010647,0.06883219,0.85564625,0.9176288,0.021555334,HG00364,0
0.016079873,0.087092996,0.7002558,0.7669182,0.044559896,NA21091,0
0.0036088228,0.0614447,0.88277197,0.9378937,0.01691699,NA12234,0
0.0085353255,0.0850057,0.7969537,0.8654239,0.032536596,HG04038,0
0.007516116,0.07016805,0.8083784,0.8751027,0.027148634,HG00155,0
0.0055626035,0.07146183,0.84585917,0.9083057,0.023413152,HG03616,0
0.0050908327,0.0701035,0.84985065,0.91339445,0.022504538,NA21102,0
0.03397277,0.097755075,0.54373074,0.5850406,0.0691351,HG03686,0
0.048156917,0.10358882,0.46595937,0.48581836,0.084671915,HG01362,0
0.30427355,0.19410953,0.18131787,0.12344721,0.25475472,HG03867,0
0.029158711,0.1020259,0.58454555,0.63568544,0.06584576,HG03785,0
0.09140998,0.12407562,0.34885702,0.32930356,0.123275876,HG04131,0
0.008775741,0.07938659,0.79326737,0.8612999,0.031781584,HG04017,0
0.0056954324,0.07321763,0.8395645,0.90446174,0.024436772,HG03989,0
0.004859239,0.06888005,0.85468674,0.9166145,0.021645397,HG00332,0
0.11376354,0.15522137,0.3574795,0.3268404,0.14336759,NA21143,0
0.007994115,0.077035755,0.8106455,0.87457806,0.028934836,HG00280,0
0.0105807185,0.08005628,0.7669651,0.83404803,0.034789026,NA20314,0
0.12385079,0.13459429,0.282946,0.2568777,0.14961064,HG00334,0
0.004229307,0.06735775,0.86781645,0.92702234,0.019882947,HG02232,0
0.02774012,0.0940887,0.5816896,0.63423204,0.061473727,HG04015,0
0.012452006,0.08793157,0.7440043,0.8129388,0.03967178,NA20877,0
0.017828375,0.08358592,0.6705558,0.73409164,0.04662347,HG04033,0
0.034929365,0.09637332,0.5305158,0.5692247,0.070616215,NA21103,0
0.11290273,0.12953681,0.30017465,0.27239937,0.14151505,HG04107,0
0.005643934,0.068057805,0.8435005,0.9056735,0.022809356,HG03636,0
0.008753061,0.079505116,0.79535544,0.8617121,0.031654447,HG00356,0
0.0663254,0.1111446,0.39610767,0.39596137,0.10314852,HG03884,0
0.010260254,0.083569795,0.77706754,0.84389293,0.0346331,NA11920,0
0.005513221,0.073140025,0.8408098,0.9049404,0.024505764,NA21127,0
0.009608835,0.072620064,0.77180636,0.84195733,0.031526893,HG00264,0
0.0070735514,0.07305166,0.81075346,0.8800349,0.02758661,NA12003,0
0.009867817,0.08553311,0.7726059,0.84356153,0.035699844,HG00321,0
0.021226019,0.09083131,0.64156306,0.70115894,0.05266708,HG03012,0
0.003988862,0.06324664,0.8727296,0.93122435,0.018444985,HG00176,0
0.102558106,0.12755513,0.32579422,0.30032325,0.13217106,NA20868,0
0.012991607,0.082512856,0.7342259,0.80329627,0.039016098,HG03727,0
0.1333467,0.1380437,0.27104738,0.24225277,0.15664098,NA21120,0
0.004044652,0.06477657,0.8717171,0.93023807,0.01887843,HG00336,0
0.035134673,0.09725857,0.52946526,0.5727192,0.07011649,NA10851,0
0.05788678,0.10956314,0.43072215,0.4394704,0.09480643,HG03830,0
0.010974228,0.08665565,0.75491035,0.826422,0.037885785,HG01271,0
0.019309849,0.086877525,0.65412956,0.7188603,0.04941818,HG03974,0
0.027226448,0.092546225,0.58974427,0.6399729,0.0601525,NA20901,0
0.0050936043,0.07022205,0.8486141,0.9122306,0.02287963,NA12873,0
0.004178643,0.06596956,0.8686881,0.92789125,0.01948902,HG00179,0
0.03283325,0.097320855,0.5424541,0.58771247,0.06892112,NA21125,0
0.30753118,0.1761109,0.14825165,0.10068014,0.26172388,HG03685,0
0.010473251,0.074525684,0.7584324,0.83008844,0.033421338,NA12156,0
0.017273784,0.0950405,0.6875192,0.7534823,0.049753815,HG01625,0
0.05215025,0.106387585,0.4484123,0.4638802,0.08963007,HG04183,0
0.0042948425,0.06262308,0.86875176,0.9266477,0.01873368,HG04029,0
0.015454084,0.09720412,0.72312754,0.78642213,0.045716792,HG03777,0
0.029340357,0.095641196,0.5646512,0.61619383,0.064894825,HG02684,0
0.013480693,0.08276877,0.71072215,0.7853917,0.041262418,HG03796,0
0.04368323,0.10656732,0.48399663,0.5170033,0.08234346,HG01785,0
0.015101939,0.079950124,0.69944596,0.76809776,0.04176706,HG00180,0
0.005054742,0.06923288,0.85129774,0.9134982,0.022230983,HG00351,0
0.005895883,0.07492396,0.8356621,0.9009405,0.02531004,HG03943,0
0.014715284,0.09341523,0.7302643,0.7920358,0.043622553,HG03947,0
0.057047606,0.1078482,0.43012384,0.4393788,0.09393117,HG04227,0
0.0109859705,0.07924771,0.76013815,0.82623297,0.035860747,HG01518,0
0.0360834,0.11269918,0.5684682,0.6005945,0.07372078,HG03793,0
0.0037162304,0.06239128,0.87947476,0.93614554,0.01750058,HG00310,0
0.006324768,0.07581386,0.8271841,0.89258647,0.026803672,HG02655,0
0.011902511,0.080596834,0.7471285,0.8166319,0.03693694,HG03756,0
0.5679145,0.23553154,0.07905039,0.041040093,0.40131763,HG03986,0
0.029496491,0.10107708,0.5695472,0.62530154,0.06578529,HG03753,0
0.03905639,0.10758829,0.51402676,0.5548063,0.07726821,HG03977,0
0.0075927973,0.07760966,0.822618,0.88320005,0.027784318,HG01765,0
0.007110983,0.07658365,0.81106305,0.8792367,0.028960258,NA21124,0
0.034038395,0.09683108,0.5375585,0.5776725,0.06998968,HG04056,0
0.0050936043,0.07022205,0.8486141,0.9122306,0.02287963,HG00382,0
0.06533873,0.110369444,0.39837414,0.39925203,0.1020605,HG04106,0
0.0067844093,0.07367492,0.8158909,0.8844219,0.027213305,NA12750,0
0.0038532615,0.062649846,0.8761425,0.93356097,0.017943025,NA12872,0
0.004769206,0.064009726,0.86052525,0.9193604,0.019979715,HG00136,0
0.004030317,0.058894813,0.87699234,0.93124324,0.017017305,HG01680,0
0.02734083,0.09356436,0.58829415,0.64004004,0.061148018,HG04075,0
0.10260829,0.12831712,0.31509304,0.29807648,0.1344274,HG03910,0
0.12666729,0.13654009,0.2882819,0.25592232,0.15026912,HG02681,0
0.005984366,0.06944969,0.8373438,0.89996314,0.02391684,NA12275,0
0.007475227,0.07774493,0.80498326,0.87368464,0.03001535,HG00231,0
0.056551903,0.10847664,0.43432188,0.44482145,0.09331122,NA20540,0
0.065262645,0.111142516,0.40026802,0.40151381,0.10219741,HG04211,0
0.013813704,0.08425513,0.7263497,0.79199505,0.040848076,NA21089,0
0.039710194,0.10124838,0.50148314,0.5359276,0.07722902,HG01459,0
0.020059645,0.08611113,0.65367854,0.7130523,0.049788475,NA20512,0
0.0051450133,0.06740412,0.846287,0.9110546,0.02223885,HG00154,0
0.007928163,0.078915626,0.7987032,0.8686146,0.030521333,HG02792,0
0.034705073,0.097940385,0.5395105,0.5791035,0.06973472,HG03900,0
0.06328651,0.110129744,0.40585536,0.40855443,0.10045752,HG02682,0
0.048446476,0.10458031,0.46700686,0.4875279,0.08483493,HG03969,0
0.0050275624,0.066583425,0.8557682,0.91556877,0.02110082,HG00117,0
0.0077102184,0.079744846,0.80783826,0.8760727,0.02978602,NA19663,0
0.0050313175,0.071584105,0.8522531,0.91452026,0.022671819,NA20887,0
0.0046281815,0.0662483,0.8579292,0.92026854,0.020751536,HG03742,0
0.044771254,0.10468012,0.48721611,0.51225686,0.08157855,HG03684,0
0.014355987,0.085031986,0.7156784,0.7828218,0.04245159,NA20876,0
0.014815003,0.08257067,0.70676994,0.7753468,0.04193163,HG00132,0
0.0034337938,0.058236778,0.8890681,0.941303,0.01554215,HG00355,0
0.009891003,0.075713634,0.7676442,0.83830225,0.033246458,HG03770,0
0.005854398,0.07782039,0.83541685,0.90185446,0.026185751,NA12004,0
0.0035718381,0.060883135,0.8834679,0.93831754,0.016738325,HG00157,0
0.046674103,0.11620051,0.508515,0.524624,0.087656915,HG02658,0
0.009872615,0.07529098,0.7702446,0.83961546,0.03290969,HG03772,0
0.013328612,0.08735597,0.731636,0.8010678,0.0409804,NA12283,0
0.07847375,0.117078096,0.36464453,0.3548498,0.11450377,HG03744,0
0.0037296712,0.06375703,0.8794887,0.93567526,0.017756432,HG00182,0
0.033587843,0.10335055,0.5371671,0.5858566,0.072056204,HG01924,0
0.012592971,0.079030365,0.728129,0.7997859,0.038250625,HG03873,0
0.05523601,0.110010296,0.44418275,0.45581266,0.09249413,NA06989,0
0.009726554,0.07643217,0.7619384,0.8379996,0.033323884,NA12043,0
0.026608467,0.09112567,0.58986366,0.64261323,0.05933678,HG03490,0
0.03419,0.09801477,0.5398417,0.5817342,0.06925166,HG00129,0
0.005230248,0.07344952,0.84761703,0.9113351,0.02363363,HG03963,0
0.0044294894,0.06610885,0.8623593,0.9232292,0.02026707,HG00178,0
0.42163342,0.19939876,0.11340445,0.06769967,0.31639963,HG03908,0
0.027498156,0.0914146,0.5824367,0.6337373,0.0604091,HG03870,0
0.015053809,0.0897688,0.71230626,0.7804424,0.044144183,HG01947,0
0.012006074,0.08099043,0.7471559,0.8141247,0.03728217,HG00097,0
0.04099822,0.09946576,0.4956209,0.5257014,0.077393144,HG04060,0
0.012035817,0.08014929,0.74091667,0.8109391,0.037202448,NA20863,0
0.003740579,0.06283942,0.8804717,0.9362004,0.017457068,NA20582,0
0.0046512187,0.070394605,0.85879016,0.92041785,0.021618366,NA21098,0
0.0050788224,0.065775484,0.85423934,0.9145061,0.021076053,NA20818,0
0.0038858652,0.062436312,0.8753475,0.9331295,0.017966807,HG03968,0
0.025676847,0.09448016,0.61214757,0.66558594,0.058469325,HG03714,0
0.005030036,0.06714669,0.8488655,0.9130627,0.021906585,HG00362,0
0.015522629,0.08389518,0.6938735,0.7608733,0.044538587,NA20522,0
0.0060977936,0.07528567,0.8305224,0.8958005,0.026278913,HG04042,0
0.013188183,0.08472127,0.73573667,0.8011149,0.03992617,HG02223,0
0.039387465,0.09815812,0.5032715,0.53590226,0.07537013,HG04238,0
0.005195737,0.06677261,0.8488264,0.9116906,0.021850169,HG03858,0
0.005346626,0.06932905,0.8440409,0.90839493,0.022884816,HG04162,0
0.0054331124,0.07151914,0.84448826,0.90763247,0.02356562,HG00337,0
0.0068871677,0.077928364,0.8155333,0.8844216,0.028649956,HG00159,0
0.005618185,0.07366693,0.8416437,0.905068,0.024430841,HG01586,0
0.092039794,0.12326273,0.33924687,0.32092974,0.12523031,HG03680,0
0.10712874,0.12929505,0.317064,0.2914213,0.13561425,NA20581,0
0.0056235194,0.071092516,0.8405089,0.90410376,0.02391249,NA21111,0
0.008826464,0.07509029,0.77899396,0.8527333,0.031330228,HG04180,0
0.006364107,0.07312393,0.8274772,0.89331377,0.025906712,NA12829,0
0.02295646,0.093265384,0.6379533,0.68825036,0.05649197,HG01675,0
0.028680235,0.10169804,0.58795595,0.639786,0.06521097,HG04062,0
0.0097183585,0.075115204,0.7724972,0.84187573,0.03259763,HG03634,0
0.0034978986,0.058264703,0.88779104,0.94059324,0.01568383,NA12046,0
0.015070975,0.08538428,0.70730853,0.7736323,0.04354933,HG02783,0
0.010892123,0.07736111,0.7535665,0.82431597,0.035312325,HG03672,0
0.004910469,0.06578189,0.85458446,0.916327,0.020988375,HG04214,0
0.0054404736,0.06973371,0.84225285,0.90713274,0.023208886,HG01277,0
0.004589081,0.06198269,0.86458784,0.92185295,0.019088447,NA20770,0
0.020744205,0.08745372,0.6422768,0.7039141,0.05154404,HG03019,0
0.010374695,0.0811232,0.7691974,0.8377348,0.034998477,NA20534,0
0.0040759444,0.06365293,0.8706633,0.929675,0.01876375,HG02278,0
0.004490167,0.06603831,0.8609503,0.92259765,0.020368874,HG03967,0
0.004999578,0.06578341,0.85511243,0.91584516,0.02099052,NA20771,0
0.021091908,0.08626735,0.63648134,0.6986045,0.05130011,HG03911,0
0.0036866367,0.0596115,0.8826246,0.93666244,0.016542554,NA20802,0
0.012805879,0.082134426,0.7362455,0.8053816,0.038655788,HG00143,0
0.003722459,0.063176274,0.879771,0.9357156,0.017625779,NA19762,0
0.040370792,0.13014725,0.571637,0.5944308,0.082558125,HG02731,0
0.012387574,0.081006974,0.72813964,0.80217075,0.03867784,HG03789,0
0.013218641,0.09539941,0.7407937,0.808206,0.042780787,NA20778,0
0.004481226,0.06760189,0.86054647,0.9224541,0.020795196,HG00233,0
0.0034643412,0.058723032,0.8879931,0.9410768,0.015761703,HG02219,0
0.012590855,0.086464316,0.7332803,0.80531424,0.040424854,NA20531,0
0.027874619,0.09205446,0.58524776,0.63540196,0.06073007,HG00142,0
0.021238714,0.08781096,0.6354324,0.6968204,0.05217558,HG02696,0
0.0054728687,0.06792331,0.84690464,0.908538,0.022404045,HG00099,0
0.0043998063,0.065252185,0.86308706,0.9241519,0.019952863,HG03018,0
0.0058622956,0.076322615,0.8362185,0.9013469,0.02563113,HG03624,0
0.003507018,0.05913672,0.8868184,0.94026434,0.015984803,NA06986,0
0.005449623,0.07321909,0.8480817,0.9096644,0.023549587,NA12842,0
0.0068779886,0.06853324,0.81948,0.88495815,0.025526881,NA11830,0
0.0037265718,0.062535316,0.87920326,0.935953,0.017562687,NA20511,0
0.022605687,0.11414215,0.6702935,0.7231507,0.059684068,HG03691,0
0.004352778,0.067528844,0.86479056,0.9248462,0.020325959,HG03746,0
0.0040959716,0.06462526,0.87058127,0.92945594,0.018983781,NA19661,0
0.008199364,0.07973409,0.8001729,0.86897874,0.030702293,HG04200,0
0.0036916435,0.062456816,0.881073,0.9362323,0.017337114,HG00126,0
0.057904422,0.12269035,0.47357082,0.4740278,0.097385675,HG01345,0
0.005012125,0.06527087,0.85531,0.9155001,0.020835102,HG04118,0
0.003929645,0.06428087,0.87467104,0.9323371,0.018445581,NA12340,0
0.0334827,0.09977767,0.5477636,0.59029,0.06976125,HG04093,0
0.03344181,0.10830298,0.5731732,0.6155468,0.0704478,HG03745,0
0.0073570013,0.06955856,0.81063706,0.8773216,0.026714206,NA20513,0
0.0053192377,0.07276416,0.8462734,0.91014516,0.023574084,NA20911,0
0.014885902,0.08771181,0.71084446,0.77867734,0.04321468,HG01513,0
0.06671667,0.115451515,0.40831813,0.41185132,0.10219762,NA12144,0
0.011963218,0.0824469,0.7499527,0.8159952,0.037499666,NA12763,0
0.0058125257,0.07321015,0.83889705,0.90245795,0.02446431,HG03951,0
0.26167965,0.19154105,0.2130717,0.15231949,0.23276213,HG04153,0
0.035227,0.10590407,0.5463364,0.58845985,0.07325995,HG04202,0
0.024768144,0.09307274,0.6127819,0.66938996,0.058198243,HG02688,0
0.09460738,0.12402657,0.33975768,0.31783074,0.12577021,NA21086,0
0.010714918,0.081015944,0.7541472,0.82646394,0.036194295,HG00258,0
0.0050359964,0.07153162,0.8503245,0.91420794,0.022838026,HG01256,0
0.0041356385,0.065024406,0.87223303,0.9298812,0.01886928,NA20586,0
0.060536087,0.11754048,0.4326644,0.44416758,0.09968847,HG03743,0
0.0044314563,0.066235125,0.8640412,0.9234743,0.020010918,HG04188,0
0.011830717,0.077519625,0.7484331,0.8146528,0.036085725,NA20811,0
0.023734868,0.094809115,0.609336,0.67383766,0.057524264,HG02603,0
0.00461936,0.06706637,0.86328125,0.9225484,0.02034226,HG00106,0
0.005255103,0.070484966,0.84661996,0.9107698,0.022955686,HG01707,0
0.0040706694,0.063708425,0.87074685,0.92974794,0.018772185,NA20845,0
0.0055375993,0.06763494,0.8401012,0.90506506,0.02289927,HG02661,0
0.0070813596,0.07772648,0.8131114,0.8808303,0.029076219,HG00145,0
0.0051038563,0.07007319,0.85179585,0.91425025,0.022305965,HG01606,0
0.018332273,0.08939791,0.6561713,0.7286361,0.049556375,HG01174,0
0.03177136,0.09430486,0.55288804,0.59714186,0.065818906,NA20908,0
0.0056019425,0.0712364,0.83963937,0.90518105,0.023903012,HG04216,0
0.008797079,0.085131586,0.79056036,0.8592324,0.03346783,NA20504,0
0.004956037,0.07074678,0.8510471,0.91451514,0.022622705,HG00174,0
0.012652993,0.094411075,0.75435114,0.81542563,0.040949017,NA20874,0
0.056892216,0.1077044,0.4305817,0.43998316,0.09373918,NA21095,0
0.04400292,0.100647,0.48003787,0.5057958,0.08060458,HG02784,0
0.0058862865,0.066838056,0.8379341,0.9008465,0.023197114,NA19756,0
0.09888658,0.1268506,0.33378738,0.3105928,0.12925223,HG01936,0
0.08307263,0.121093035,0.36777946,0.353305,0.116459936,HG01747,0
0.10420337,0.12661275,0.3145464,0.28959215,0.135059,NA20884,0
0.024175107,0.09076464,0.6124784,0.668795,0.056311518,HG01948,0
0.028612107,0.09224233,0.57450527,0.6240456,0.061846197,HG04212,0
0.008615673,0.07503569,0.78789836,0.85798526,0.030739605,NA20518,0
0.0036606193,0.061560452,0.8820566,0.93668854,0.017056972,NA20894,0
0.0068107247,0.07690671,0.8212606,0.888447,0.027454078,HG01111,0
0.004039854,0.06263393,0.8733752,0.930796,0.018254071,HG01631,0
0.015964031,0.09485263,0.7144309,0.7790557,0.046280563,HG03652,0
0.0060785115,0.07024357,0.8312502,0.89596254,0.024746627,HG01140,0
0.019155294,0.09138784,0.66490054,0.729635,0.05011162,HG03234,0
0.0126977265,0.096031755,0.7514622,0.8163341,0.04174325,NA20530,0
0.004245937,0.06605649,0.86989343,0.9271437,0.019407809,NA20756,0
0.0041929185,0.06248817,0.87069297,0.9287789,0.018497258,HG03998,0
0.007971615,0.06936923,0.80196834,0.8668419,0.027579099,NA20787,0
0.009934574,0.08470002,0.7808832,0.8475997,0.0346871,HG02775,0
0.008808613,0.07964927,0.7843783,0.8556263,0.03241262,NA19746,0
0.0066997707,0.077594966,0.82446814,0.8895132,0.027457982,NA20527,0
0.0049510896,0.0675129,0.85896385,0.91689396,0.021089852,HG01619,0
0.026213408,0.09046513,0.59224355,0.6459273,0.058586687,NA20768,0
0.05700758,0.10779643,0.4302259,0.4394846,0.09388131,HG02600,0
0.042935103,0.10016507,0.48519787,0.5131373,0.07934216,HG03716,0
0.005222678,0.06605941,0.8512007,0.9121037,0.02147293,NA20538,0
0.003678441,0.06066668,0.88344157,0.9371368,0.016677797,HG03021,0
0.013447911,0.07940075,0.72608423,0.7929201,0.039093524,HG01537,0
0.0047433972,0.065199494,0.86052513,0.9201235,0.020254463,NA12815,0
0.04624197,0.105544865,0.4893175,0.509292,0.08242032,HG03713,0
0.0069380403,0.07536876,0.8212518,0.8869315,0.027169496,HG01673,0
0.005710393,0.07098532,0.83719414,0.9025723,0.024057567,HG03762,0
0.0090996325,0.075728655,0.7745874,0.8486235,0.0320037,HG03945,0
0.006584257,0.073731154,0.8284459,0.8921019,0.026159674,HG00251,0
0.006124258,0.07497543,0.83051,0.89685667,0.026037753,HG03775,0
0.10153583,0.12771046,0.32813329,0.30428326,0.13135591,NA20822,0
0.028391004,0.097813845,0.59605277,0.6426331,0.06278786,HG03787,0
0.004519731,0.064876616,0.86219,0.9226874,0.0199444,HG03985,0
0.0040418804,0.06714356,0.8714464,0.93006396,0.019408971,HG01623,0
0.03884378,0.10060832,0.50937754,0.5483259,0.0747779,NA19776,0
0.035915196,0.098878115,0.5400164,0.5747737,0.07081446,NA12273,0
0.02660942,0.09065932,0.5891414,0.6422467,0.05905348,NA20753,0
0.005114168,0.0711163,0.8484623,0.911449,0.02310443,NA20872,0
0.0044819415,0.069853514,0.86189955,0.92272097,0.021113247,HG01503,0
0.019600034,0.091346085,0.6602845,0.7241029,0.050676018,NA20819,0
0.0043570697,0.0628874,0.8674344,0.92560077,0.01894039,HG03720,0
0.25429794,0.16662863,0.17626044,0.12853932,0.23147312,HG03780,0
0.06358224,0.13416886,0.46990937,0.47214073,0.10289389,NA21144,0
0.0051361322,0.06982285,0.8488644,0.91263473,0.022546321,HG00380,0
0.004618615,0.07048577,0.85843706,0.92024314,0.021714985,HG01494,0
0.0057240725,0.065045804,0.842306,0.903136,0.02222231,NA19669,0
0.0052352846,0.06234479,0.85173845,0.9103857,0.02053243,NA20508,0
0.0055635273,0.06900573,0.8419199,0.90507185,0.023123413,HG02733,0
0.009033561,0.082390636,0.7885121,0.8577208,0.032838136,HG00116,0
0.0037068129,0.062728256,0.8797809,0.9359516,0.01754576,HG02233,0
0.01787296,0.09587121,0.6815506,0.74690825,0.05082947,HG02252,0
0.00406152,0.06184694,0.8740871,0.9310609,0.01798755,HG00256,0
0.0035723746,0.06103778,0.8836416,0.93894637,0.016732126,NA12761,0
0.02038595,0.089752376,0.6551765,0.71491516,0.051701397,NA20786,0
0.0053792894,0.07408768,0.84660244,0.90941703,0.023887157,NA20542,0
0.12144309,0.13424715,0.2869156,0.2617405,0.1479677,NA19789,0
0.004787773,0.065256715,0.8606396,0.91928756,0.020259231,NA12155,0
0.004277557,0.06080225,0.86912894,0.9262082,0.018259436,HG03771,0
0.00329417,0.058257848,0.8916071,0.9439711,0.015254885,HG01702,0
0.06795308,0.12176955,0.42125878,0.41913524,0.10599843,HG00188,0
0.0058988333,0.06989133,0.8395752,0.9022571,0.023706317,NA19681,0
